# ['w_index', 'synchrony', 'N', 'L_left', 'L_right', 'largest eigenvalue', 'alpha_chain', 'alpha_chain_hat', 'alpha_conv', 'alpha_conv_hat', 'alpha_div', 'alpha_div_hat', 'alpha_recip', 'alpha_recip_hat', 'p_AVG', 'p_hat']
1.170000000000000000e+02,2.531481219105848890e+00,3.000000000000000000e+03,9.000000000000000000e+01,5.000000000000000000e+01,5.535181326651999711e+01,1.087918255745420337e-01,1.369758657958313197e-01,2.695873817772416747e-01,3.016900263406994132e-01,2.232515515315111609e-01,2.762279122758553029e-01,2.454194171183347317e-01,1.134968255647936175e+01,1.666666666666666644e-02,1.621118150494609347e-02
1.180000000000000000e+02,2.648989213092396433e+00,3.000000000000000000e+03,9.000000000000000000e+01,5.000000000000000000e+01,5.140578448903267628e+01,3.430456605058584962e-04,4.432453893895993424e-02,2.813244149158367069e-01,3.205543150396890084e-01,3.925448373754229087e-02,9.829317271030668657e-02,1.924276694351076400e-01,9.950315936778233450e+00,1.666666666666666644e-02,1.635167277981549455e-02
1.190000000000000000e+02,4.086231189460221458e+00,3.000000000000000000e+03,9.000000000000000000e+01,5.000000000000000000e+01,4.697997523920419383e+01,-1.060094626002199281e-01,-6.495632645954418916e-02,1.707754962170694377e-02,6.841427424249624245e-02,1.283066483099450962e-02,6.546920427733815551e-02,1.892494464929605213e-01,8.431029789298953858e+00,1.666666666666666644e-02,1.672324108036012114e-02
1.200000000000000000e+02,3.010616994610292529e+00,3.000000000000000000e+03,9.000000000000000000e+01,5.000000000000000000e+01,4.837657028177884655e+01,-6.600027447006368009e-02,-1.743858216780425074e-02,1.538876406778687256e-01,2.030727406958270365e-01,1.871117135111802499e-01,2.300006495744779667e-01,2.033866644625727249e-01,9.197448571624521563e+00,1.666666666666666644e-02,1.631132599755474172e-02
1.210000000000000000e+02,2.521023287100559340e+00,3.000000000000000000e+03,9.000000000000000000e+01,5.000000000000000000e+01,5.756672941331645887e+01,1.218667595546367721e-01,1.653650452869741549e-01,1.223758244713440690e-01,1.762928868341788746e-01,1.667371799498203189e-01,2.149236798498983525e-01,2.490534414892901782e-01,1.180839329212710531e+01,1.666666666666666644e-02,1.643959097476936637e-02
1.220000000000000000e+02,2.369551353651963677e+00,3.000000000000000000e+03,9.000000000000000000e+01,5.000000000000000000e+01,4.821324603152026356e+01,-8.380096439197304292e-02,-3.586550075876682175e-02,2.106630127477337189e-01,2.505423870114629192e-01,7.844347991737454784e-02,1.299388440133635303e-01,4.709755136749997628e-02,8.585496425463963632e+00,1.666666666666666644e-02,1.657885961987328946e-02
1.230000000000000000e+02,3.458334295688314519e+00,3.000000000000000000e+03,9.000000000000000000e+01,5.000000000000000000e+01,5.278519940383398534e+01,-1.407966164197615999e-02,2.876999667214619194e-02,8.584180048511383387e-02,1.430733275960165418e-01,6.805543606926092726e-02,1.187680756706119833e-01,2.089407556793584919e-01,9.663934861753826766e+00,1.666666666666666644e-02,1.700133377792597406e-02
1.240000000000000000e+02,2.298645251905687914e+00,3.000000000000000000e+03,9.000000000000000000e+01,5.000000000000000000e+01,4.936973241440649929e+01,-7.923117136738305755e-02,-3.842687217349993745e-02,2.236414454656839024e-01,2.849337836978536043e-01,1.716940609894496428e-01,2.257311410980922251e-01,3.181947178641981316e-02,8.540695075609734843e+00,1.666666666666666644e-02,1.700511281538290634e-02
1.250000000000000000e+02,1.458463518013862092e+00,3.000000000000000000e+03,9.000000000000000000e+01,5.000000000000000000e+01,4.725584193748036199e+01,-1.110217466254921903e-01,-5.463156743790975600e-02,2.365632020454692119e-01,2.870889578995021729e-01,1.520058332819768376e-01,2.042833847338494380e-01,3.932554491321088586e-02,8.342297183640930314e+00,1.666666666666666644e-02,1.658797376903412349e-02
1.260000000000000000e+02,2.121538913999207132e+00,3.000000000000000000e+03,9.000000000000000000e+01,5.000000000000000000e+01,5.928629564533467544e+01,1.698227526609450422e-01,2.128344762896614561e-01,1.505806644360962454e-01,1.977453767114127903e-01,2.418020430238000673e-01,3.013147412014092197e-01,1.296085452557045881e-01,1.199956773359351203e+01,1.666666666666666644e-02,1.638101589418695242e-02
1.270000000000000000e+02,2.342311076391164093e+00,3.000000000000000000e+03,9.000000000000000000e+01,5.000000000000000000e+01,5.427722504379317314e+01,4.301853872214611574e-02,7.917153025473866457e-02,2.720070415142767928e-01,3.206840495190379503e-01,2.825515369417690159e-02,7.799088187699898533e-02,1.379978741871727144e-01,1.030773321367901296e+01,1.666666666666666644e-02,1.671557185728576173e-02
1.280000000000000000e+02,2.573040954942043435e+00,3.000000000000000000e+03,9.000000000000000000e+01,5.000000000000000000e+01,5.473594134316253701e+01,2.100970673466345806e-02,6.196528012007518349e-02,1.936423801486624463e-01,2.244158982762431975e-01,2.371798056066699578e-01,2.877246460427098640e-01,7.167730040715436512e-02,9.890778164362259872e+00,1.666666666666666644e-02,1.701456040902523184e-02
1.290000000000000000e+02,3.467434211651419851e+00,3.000000000000000000e+03,9.000000000000000000e+01,5.000000000000000000e+01,4.894879750903757554e+01,-7.627958202427137513e-02,-2.571423348923984609e-02,1.002248245276183974e-01,1.571972709000466484e-01,2.413119767297242646e-01,2.881440701662347781e-01,2.605832354899904058e-01,9.181179985459321458e+00,1.666666666666666644e-02,1.668222740913637842e-02
1.300000000000000000e+02,3.220011476217641722e+00,3.000000000000000000e+03,9.000000000000000000e+01,5.000000000000000000e+01,4.448509125834695510e+01,-1.623916044551166615e-01,-1.128525864209077856e-01,1.544904718642951987e-02,6.120459702451142014e-02,1.713653409251141013e-01,2.173512324461241985e-01,2.431016106593960890e-01,8.030149546222833834e+00,1.666666666666666644e-02,1.674702678670668063e-02
1.310000000000000000e+02,2.455899171272220016e+00,3.000000000000000000e+03,9.000000000000000000e+01,5.000000000000000000e+01,5.465435119244579454e+01,4.890731070216192133e-02,8.492523951340635868e-02,2.844327497520809378e-01,3.268377840761236275e-01,1.164086660352018771e-01,1.638252971839737615e-01,1.950460816415247045e-01,1.051115523438959265e+01,1.666666666666666644e-02,1.676247638101589429e-02
1.320000000000000000e+02,2.680307802374071180e+00,3.000000000000000000e+03,9.000000000000000000e+01,5.000000000000000000e+01,5.800555718213516343e+01,1.471779541950835046e-01,1.833950056849811272e-01,1.143433625458024627e-01,1.603406246984120376e-01,2.485912925121973038e-01,2.914142228966698500e-01,2.342711696377398345e-01,1.182708748650821029e+01,1.666666666666666644e-02,1.644236967878181729e-02
1.330000000000000000e+02,-1.000000000000000000e+00,3.000000000000000000e+03,9.000000000000000000e+01,5.000000000000000000e+01,4.320894188499147504e+01,-1.821899661978854112e-01,-1.260089401103057227e-01,2.213708519775609007e-01,2.743371195322019673e-01,6.076917055947843316e-02,1.080155819698724873e-01,1.317804402598277969e-01,7.570516548311566396e+00,1.666666666666666644e-02,1.653262198510614678e-02
1.340000000000000000e+02,2.494645590106872035e+00,3.000000000000000000e+03,9.000000000000000000e+01,5.000000000000000000e+01,5.267111016920593869e+01,6.569015614832629524e-02,1.035811299544782127e-01,2.650099770941979349e-01,3.370163660760048252e-01,2.135010232212310455e-01,2.610441894986319511e-01,1.995224241112512897e-01,1.080160280410702178e+01,1.666666666666666644e-02,1.587773702345226037e-02
1.350000000000000000e+02,-1.000000000000000000e+00,3.000000000000000000e+03,9.000000000000000000e+01,5.000000000000000000e+01,3.777189262429119765e+01,-3.101316242486588659e-01,-2.246103660735064844e-01,2.950148451319015708e-01,3.330056863027885949e-01,2.809589712696148323e-01,3.181642139227816024e-01,1.918829225291885654e-01,6.362222535465216211e+00,1.666666666666666644e-02,1.657063465599644195e-02
1.360000000000000000e+02,3.372604559001552094e+00,3.000000000000000000e+03,9.000000000000000000e+01,5.000000000000000000e+01,4.955873021973791026e+01,-6.424822413726188897e-02,-1.564533644689525271e-02,1.064071390918078508e-01,1.579480556687118398e-01,1.104750997409511132e-01,1.576019993528452456e-01,7.262139907092669822e-02,8.985614855855580174e+00,1.666666666666666644e-02,1.669612092919862262e-02
1.370000000000000000e+02,3.218754787745191415e+00,3.000000000000000000e+03,9.000000000000000000e+01,5.000000000000000000e+01,5.612191808206414834e+01,8.999324689654963905e-02,1.308606567638945783e-01,2.656320844904544801e-02,6.787946364873720384e-02,2.086112902774434619e-01,2.544672237940215354e-01,2.831550624358937229e-01,1.142354716269120196e+01,1.666666666666666644e-02,1.654584861620540109e-02
1.380000000000000000e+02,3.170105304164357207e+00,3.000000000000000000e+03,9.000000000000000000e+01,5.000000000000000000e+01,5.326290058550675610e+01,4.589471797740857228e-02,8.646056801904844491e-02,2.575022844662152588e-01,3.165879188673421663e-01,3.092216282116718590e-02,7.729489169140424387e-02,2.166577075913902195e-01,1.060258121115344565e+01,1.666666666666666644e-02,1.630676892297432470e-02
1.390000000000000000e+02,3.931420255870688329e+00,3.000000000000000000e+03,9.000000000000000000e+01,5.000000000000000000e+01,4.668194321934600310e+01,-1.121712745872756045e-01,-6.638820674031564728e-02,3.438173539185562788e-02,8.385126851219415478e-02,2.352823321767969281e-02,7.436610120191144979e-02,6.169862131617009915e-02,8.293671521032077720e+00,1.666666666666666644e-02,1.664065799711014759e-02
1.400000000000000000e+02,3.666252275603678168e+00,3.000000000000000000e+03,9.000000000000000000e+01,5.000000000000000000e+01,5.371608736323955924e+01,1.389467672658317721e-02,5.511468284973197740e-02,9.619129571566292780e-02,1.499309209915158370e-01,2.774334918670168237e-02,7.734237788207409814e-02,5.905507106432227775e-04,9.594342110724662476e+00,1.666666666666666644e-02,1.690385684116927842e-02
1.410000000000000000e+02,2.463226955906716142e+00,3.000000000000000000e+03,9.000000000000000000e+01,5.000000000000000000e+01,4.688934690671884198e+01,-1.050296678415404417e-01,-6.205993090224581898e-02,1.567184692906855858e-01,2.169004413175981139e-01,1.290992459167029580e-02,6.654981905239054640e-02,2.752156451854946284e-01,8.788449356363626563e+00,1.666666666666666644e-02,1.661242636434366940e-02
1.420000000000000000e+02,4.105319271207123144e+00,3.000000000000000000e+03,9.000000000000000000e+01,5.000000000000000000e+01,4.849922559648097575e+01,-9.739801347793164421e-02,-4.714550351028590214e-02,3.817627725460257665e-02,8.344343306056800635e-02,2.314317321845280329e-01,2.820613444375450474e-01,5.996525618193754986e-02,8.514751309111122879e+00,1.666666666666666644e-02,1.691263754584861750e-02
1.430000000000000000e+02,3.015042381177654107e+00,3.000000000000000000e+03,9.000000000000000000e+01,5.000000000000000000e+01,4.671911107415517250e+01,-1.032433890505837781e-01,-6.026579053240455064e-02,1.019864222019367384e-01,1.591448500706011959e-01,1.404270302620048705e-01,1.917201206125678237e-01,2.213264884951922640e-01,8.604920700711137016e+00,1.666666666666666644e-02,1.648505057241302779e-02
1.440000000000000000e+02,-1.000000000000000000e+00,3.000000000000000000e+03,9.000000000000000000e+01,5.000000000000000000e+01,3.926579573950085944e+01,-2.785346607845801681e-01,-2.038730399212151934e-01,2.672829040344235629e-01,3.049063967008942555e-01,1.430203491565154861e-01,1.822902434306470365e-01,2.800321739400219931e-02,6.373132917371389539e+00,1.666666666666666644e-02,1.671512726464376847e-02
1.450000000000000000e+02,1.381627277265364273e-01,3.000000000000000000e+03,9.000000000000000000e+01,5.000000000000000000e+01,4.450453142769138992e+01,-1.713215064552707778e-01,-1.223763302124940555e-01,2.312217088588867653e-01,2.889934409213192890e-01,1.794418738070175656e-01,2.265651123328620287e-01,1.956772660980421463e-01,7.682082064325943094e+00,1.666666666666666644e-02,1.692052906524397007e-02
1.460000000000000000e+02,-1.000000000000000000e+00,3.000000000000000000e+03,9.000000000000000000e+01,5.000000000000000000e+01,4.174725680001698436e+01,-2.175080136610566817e-01,-1.596242998971896254e-01,1.856720895679014605e-01,2.328701400927677412e-01,8.994618206084188661e-02,1.367745761384489001e-01,1.494328305736971896e-01,7.141315932126433452e+00,1.666666666666666644e-02,1.670001111481604975e-02
1.470000000000000000e+02,2.341867656806798870e+00,3.000000000000000000e+03,9.000000000000000000e+01,5.000000000000000000e+01,5.689249254145911294e+01,8.616549286390062790e-02,1.269916602608514022e-01,1.710059114845675077e-01,2.241498841074469617e-01,1.829524684387292821e-01,2.323327816287985570e-01,1.456785960373032929e-01,1.100407949351364678e+01,1.666666666666666644e-02,1.670490163387795823e-02
